"","sample.type","sample.day","sample.mo","sample.yr","sample.date","organic.matter.fraction","trap.no","stream","days.deployed","total.field.wt","field.sub.wet.wt.g","field.sub.prop","pan.wt.g","om.total.dry.wt.g","om.sub.dry.pan.wt.g","om.sub.ash.pan.wt.g","sub.prop.total","sub.prop.afdm","total.afdm.g","areal.AFDM.input.g.m","areal.AFDM.input.g.m.d"
"4595","LINP",26,5,2020,2020-05-26,"WOOD",3,"WS55",32,NA,NA,NA,3.5292,0.7238,4.253,3.5514,1,0.969328543796629,0.7016,1.4032,0.04385
"4596","LINP",26,5,2020,2020-05-26,"MISC",3,"WS55",32,NA,NA,NA,3.6322,0.8461,4.4783,3.6753,1,0.949060394752393,0.803,1.606,0.0501875
"4597","LINP",26,5,2020,2020-05-26,"LEAF",3,"WS55",32,NA,NA,NA,3.5473,1.127,4.6743,3.6056,1,0.948269742679681,1.0687,2.1374,0.06679375
"4598","LINP",26,5,2020,2020-05-26,"WOOD",4,"WS55",32,NA,NA,NA,3.6163,1.1502,4.7665,3.674,1,0.949834811337159,1.0925,2.185,0.06828125
"4599","LINP",26,5,2020,2020-05-26,"MISC",4,"WS55",32,NA,NA,NA,3.5321,1.2527,4.7848,3.6828,1,0.879699848327612,1.102,2.204,0.068875
"4600","LINP",26,5,2020,2020-05-26,"LEAF",4,"WS55",32,NA,NA,NA,3.5493,4.2482,7.7975,3.7881,1,0.943787957252483,4.0094,8.0188,0.2505875
"4601","LINP",26,5,2020,2020-05-26,"WOOD",5,"WS55",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4602","LINP",26,5,2020,2020-05-26,"MISC",5,"WS55",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4603","LINP",26,5,2020,2020-05-26,"LEAF",5,"WS55",32,NA,NA,NA,3.5579,3.0265,6.5844,3.7686,1,0.930381628944325,2.8158,5.6316,0.1759875
"4604","LINP",26,5,2020,2020-05-26,"WOOD",6,"WS55",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4605","LINP",26,5,2020,2020-05-26,"MISC",6,"WS55",32,NA,NA,NA,3.5296,0.0555,3.5851,3.5333,1.00000000000001,0.933333333333329,0.0517999999999998,0.1036,0.00323749999999999
"4606","LINP",26,5,2020,2020-05-26,"LEAF",6,"WS55",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4607","LINP",26,5,2020,2020-05-26,"WOOD",7,"WS55",32,NA,NA,NA,3.612,0.3996,4.0116,3.639,0.999999999999999,0.932432432432433,0.3726,0.745200000000001,0.0232875
"4608","LINP",26,5,2020,2020-05-26,"MISC",7,"WS55",32,NA,NA,NA,3.6365,0.9996,4.6361,4.0509,1,0.585434173669467,0.585199999999999,1.1704,0.036575
"4609","LINP",26,5,2020,2020-05-26,"LEAF",7,"WS55",32,NA,NA,NA,3.5098,1.0075,4.5173,3.7822,1,0.729627791563275,0.7351,1.4702,0.04594375
"4610","LINP",26,5,2020,2020-05-26,"WOOD",8,"WS55",32,NA,NA,NA,3.6552,0.184,3.8392,3.6657,1,0.942934782608694,0.1735,0.346999999999999,0.01084375
"4611","LINP",26,5,2020,2020-05-26,"MISC",8,"WS55",32,NA,NA,NA,3.5486,0.3042,3.8528,3.5684,0.999999999999999,0.93491124260355,0.2844,0.5688,0.017775
"4612","LINP",26,5,2020,2020-05-26,"LEAF",8,"WS55",32,NA,NA,NA,3.649,4.62,5.8697,3.7523,0.480670995670996,0.953483135948125,4.40509208808034,8.81018417616067,0.275318255505021
"4613","LINP",26,5,2020,2020-05-26,"WOOD",9,"WS55",32,NA,NA,NA,3.5184,7.4422,10.9606,3.6444,1,0.983069522453038,7.3162,14.6324,0.4572625
"4614","LINP",26,5,2020,2020-05-26,"MISC",9,"WS55",32,NA,NA,NA,3.621,1.5187,5.1397,3.7117,1,0.940277869230263,1.428,2.856,0.08925
"4615","LINP",26,5,2020,2020-05-26,"LEAF",9,"WS55",32,NA,NA,NA,3.6656,58.18,6.1847,3.7653,0.0432983843245102,0.960422373069747,55.8773736651979,111.754747330396,3.49233585407487
"4616","LINP",26,5,2020,2020-05-26,"WOOD",10,"WS55",32,NA,NA,NA,3.5362,0.5194,4.0556,3.5532,1,0.96726992683866,0.5024,1.0048,0.0314
"4617","LINP",26,5,2020,2020-05-26,"MISC",10,"WS55",32,NA,NA,NA,3.5451,0.3424,3.8875,3.6265,1,0.762266355140187,0.261,0.522,0.0163125
"4618","LINP",26,5,2020,2020-05-26,"LEAF",10,"WS55",32,NA,NA,NA,3.5334,1.9078,5.4412,3.6424,1,0.942866128525003,1.7988,3.5976,0.112425
"4619","LINP",26,5,2020,2020-05-26,"WOOD",11,"WS55",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4620","LINP",26,5,2020,2020-05-26,"MISC",11,"WS55",32,NA,NA,NA,3.5338,0.2886,3.8224,3.5524,1,0.935550935550935,0.27,0.54,0.016875
"4621","LINP",26,5,2020,2020-05-26,"LEAF",11,"WS55",32,NA,NA,NA,3.6436,0.3634,4.007,3.6581,0.999999999999999,0.960099064391855,0.3489,0.6978,0.02180625
"4622","LINP",26,5,2020,2020-05-26,"WOOD",12,"WS55",32,NA,NA,NA,3.5262,9.6071,13.1333,3.8312,1,0.968252646480207,9.3021,18.6042,0.58138125
"4623","LINP",26,5,2020,2020-05-26,"MISC",12,"WS55",32,NA,NA,NA,3.5513,1.8935,5.4448,3.6336,1,0.956535516239768,1.8112,3.6224,0.1132
"4624","LINP",26,5,2020,2020-05-26,"LEAF",12,"WS55",32,NA,NA,NA,3.6269,14.06,6.1298,3.7323,0.178015647226174,0.957888848935235,13.4679172160294,26.9358344320588,0.841744826001838
"4625","LINP",26,5,2020,2020-05-26,"WOOD",1,"TOWR",32,NA,NA,NA,3.6611,0.175,3.8361,3.6633,1,0.98742857142857,0.1728,0.3456,0.0108
"4626","LINP",26,5,2020,2020-05-26,"MISC",1,"TOWR",32,NA,NA,NA,3.6649,0.2831,3.948,3.6872,1,0.921229247615684,0.2608,0.5216,0.0163
"4627","LINP",26,5,2020,2020-05-26,"LEAF",1,"TOWR",32,NA,NA,NA,3.6735,1.1535,4.827,3.7245,1,0.955786736020806,1.1025,2.205,0.06890625
"4628","LINP",26,5,2020,2020-05-26,"WOOD",2,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4629","LINP",26,5,2020,2020-05-26,"MISC",2,"TOWR",32,NA,NA,NA,3.6366,0.4392,4.0758,3.7056,1,0.842896174863388,0.3702,0.7404,0.0231375
"4630","LINP",26,5,2020,2020-05-26,"LEAF",2,"TOWR",32,NA,NA,NA,3.6256,1.1584,4.784,3.706,1,0.930593922651934,1.078,2.156,0.067375
"4631","LINP",26,5,2020,2020-05-26,"WOOD",3,"TOWR",32,NA,NA,NA,3.5326,0.237,3.7696,3.54,1,0.968776371308017,0.2296,0.4592,0.01435
"4632","LINP",26,5,2020,2020-05-26,"MISC",3,"TOWR",32,NA,NA,NA,3.5118,0.2304,3.7422,3.5331,1,0.907552083333333,0.2091,0.4182,0.01306875
"4633","LINP",26,5,2020,2020-05-26,"LEAF",3,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4634","LINP",26,5,2020,2020-05-26,"WOOD",4,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4635","LINP",26,5,2020,2020-05-26,"MISC",4,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4636","LINP",26,5,2020,2020-05-26,"LEAF",4,"TOWR",32,NA,NA,NA,3.5564,0.875,4.4314,3.5947,1,0.956228571428571,0.8367,1.6734,0.05229375
"4637","LINP",26,5,2020,2020-05-26,"WOOD",5,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4638","LINP",26,5,2020,2020-05-26,"MISC",5,"TOWR",32,NA,NA,NA,3.5132,1.8514,5.3646,3.5916,1,0.957653667494869,1.773,3.546,0.1108125
"4639","LINP",26,5,2020,2020-05-26,"LEAF",5,"TOWR",32,NA,NA,NA,3.5458,1.293,4.8388,3.6031,1,0.95568445475638,1.2357,2.4714,0.07723125
"4640","LINP",26,5,2020,2020-05-26,"WOOD",6,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4641","LINP",26,5,2020,2020-05-26,"MISC",6,"TOWR",32,NA,NA,NA,3.5348,0.2331,3.7679,3.5537,0.999999999999999,0.918918918918919,0.2142,0.4284,0.0133875
"4642","LINP",26,5,2020,2020-05-26,"LEAF",6,"TOWR",32,NA,NA,NA,3.606,0.1653,3.7713,3.6156,1,0.941923774954626,0.1557,0.311399999999999,0.00973124999999998
"4643","LINP",26,5,2020,2020-05-26,"WOOD",7,"TOWR",32,NA,NA,NA,3.5409,0.7043,4.2452,3.5701,0.999999999999999,0.95854039471816,0.6751,1.3502,0.04219375
"4644","LINP",26,5,2020,2020-05-26,"MISC",7,"TOWR",32,NA,NA,NA,3.6038,0.6347,4.2385,3.5767,1,1.04269733732472,0.6618,1.3236,0.0413625
"4645","LINP",26,5,2020,2020-05-26,"LEAF",7,"TOWR",32,NA,NA,NA,3.5298,1.8738,5.4036,3.6433,1,0.939427900523001,1.7603,3.5206,0.11001875
"4646","LINP",26,5,2020,2020-05-26,"WOOD",8,"TOWR",32,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4647","LINP",26,5,2020,2020-05-26,"MISC",8,"TOWR",32,NA,NA,NA,3.678,0.5121,4.1901,3.7213,1,0.915446201913689,0.4688,0.9376,0.0293
"4648","LINP",26,5,2020,2020-05-26,"LEAF",8,"TOWR",32,NA,NA,NA,3.5179,1.3909,4.9088,3.5961,1,0.943777410309871,1.3127,2.6254,0.08204375
"4649","LINP",26,5,2020,2020-05-26,"WOOD",9,"TOWR",32,NA,NA,NA,3.5241,0.3745,3.8986,3.5454,1,0.943124165554072,0.3532,0.7064,0.022075
"4650","LINP",26,5,2020,2020-05-26,"MISC",9,"TOWR",32,NA,NA,NA,3.5366,0.772,4.3086,3.6671,1,0.830958549222798,0.6415,1.283,0.04009375
"4651","LINP",26,5,2020,2020-05-26,"LEAF",9,"TOWR",32,NA,NA,NA,3.6676,4.0011,7.6687,3.8461,1,0.955387268501162,3.8226,7.6452,0.2389125
"4652","LINP",26,5,2020,2020-05-26,"WOOD",10,"TOWR",32,NA,NA,NA,3.6461,1.4741,5.1202,3.6838,1,0.974425072925853,1.4364,2.8728,0.089775
"4653","LINP",26,5,2020,2020-05-26,"MISC",10,"TOWR",32,NA,NA,NA,3.5559,2.4623,6.0182,3.8235,1,0.891321122527718,2.1947,4.3894,0.13716875
"4654","LINP",26,5,2020,2020-05-26,"LEAF",10,"TOWR",32,NA,NA,NA,3.6744,8.76,6.1037,3.791,0.277317351598174,0.952002634503767,8.33954307825299,16.679086156506,0.521221442390812
"4655","LINP",26,5,2020,2020-05-26,"WOOD",11,"TOWR",32,NA,NA,NA,3.6232,0.7079,4.3311,3.6764,1,0.924848142392994,0.6547,1.3094,0.04091875
"4656","LINP",26,5,2020,2020-05-26,"MISC",11,"TOWR",32,NA,NA,NA,3.6691,0.4859,4.155,3.6936,1,0.949578102490224,0.4614,0.9228,0.0288375
"4657","LINP",26,5,2020,2020-05-26,"LEAF",11,"TOWR",32,NA,NA,NA,3.5472,1.9085,5.4557,3.647,1,0.947707623788316,1.8087,3.6174,0.11304375
"4658","LINP",26,5,2020,2020-05-26,"WOOD",12,"TOWR",32,NA,NA,NA,3.6355,0.5591,4.1946,3.6597,1,0.956716150956895,0.5349,1.0698,0.03343125
"4659","LINP",26,5,2020,2020-05-26,"MISC",12,"TOWR",32,NA,NA,NA,3.6614,0.9932,4.6546,3.7159,1,0.94512686266613,0.9387,1.8774,0.05866875
"4660","LINP",26,5,2020,2020-05-26,"LEAF",12,"TOWR",32,NA,NA,NA,3.5447,0.6574,4.2021,3.574,0.999999999999999,0.955430483723761,0.6281,1.2562,0.03925625
"4661","LINP",23,6,2020,2020-06-23,"WOOD",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4662","LINP",23,6,2020,2020-06-23,"MISC",1,"WS55",28,NA,NA,NA,3.6263,0.4372,4.0635,3.6867,1,0.861848124428179,0.3768,0.7536,0.0269142857142857
"4663","LINP",23,6,2020,2020-06-23,"LEAF",1,"WS55",28,NA,NA,NA,3.5125,1.17,4.6825,3.5763,1,0.945470085470086,1.1062,2.2124,0.0790142857142857
"4664","LINP",23,6,2020,2020-06-23,"WOOD",2,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4665","LINP",23,6,2020,2020-06-23,"MISC",2,"WS55",28,NA,NA,NA,3.6541,0.2162,3.8703,3.6678,0.999999999999999,0.936632747456059,0.2025,0.405,0.0144642857142857
"4666","LINP",23,6,2020,2020-06-23,"LEAF",2,"WS55",28,NA,NA,NA,3.6223,0.9457,4.568,3.6725,1,0.946917627154489,0.8955,1.791,0.0639642857142857
"4667","LINP",23,6,2020,2020-06-23,"WOOD",3,"WS55",28,NA,NA,NA,3.5524,0.7118,4.2642,3.6017,1,0.930738971621242,0.6625,1.325,0.0473214285714286
"4668","LINP",23,6,2020,2020-06-23,"MISC",3,"WS55",28,NA,NA,NA,3.547,1.0306,4.5776,3.6049,1,0.943819134484766,0.9727,1.9454,0.0694785714285714
"4669","LINP",23,6,2020,2020-06-23,"LEAF",3,"WS55",28,NA,NA,NA,3.5465,1.0953,4.6418,3.5904,1,0.959919656715055,1.0514,2.1028,0.0751
"4670","LINP",23,6,2020,2020-06-23,"WOOD",4,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4671","LINP",23,6,2020,2020-06-23,"MISC",4,"WS55",28,NA,NA,NA,3.5418,0.7156,4.2574,3.6088,1,0.906372275013974,0.6486,1.2972,0.0463285714285714
"4672","LINP",23,6,2020,2020-06-23,"LEAF",4,"WS55",28,NA,NA,NA,3.5375,0.3396,3.8771,3.5531,1,0.954063604240282,0.324,0.648,0.0231428571428571
"4673","LINP",23,6,2020,2020-06-23,"WOOD",5,"WS55",28,NA,NA,NA,3.6522,0.2504,3.9026,3.6627,1,0.958067092651757,0.2399,0.4798,0.0171357142857143
"4674","LINP",23,6,2020,2020-06-23,"MISC",5,"WS55",28,NA,NA,NA,3.5525,0.2669,3.8194,3.6044,0.999999999999999,0.805545147995504,0.215,0.43,0.0153571428571429
"4675","LINP",23,6,2020,2020-06-23,"LEAF",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4676","LINP",23,6,2020,2020-06-23,"WOOD",6,"WS55",28,NA,NA,NA,3.5509,0.0613,3.6122,3.5518,1,0.985318107667209,0.0603999999999999,0.1208,0.00431428571428571
"4677","LINP",23,6,2020,2020-06-23,"MISC",6,"WS55",28,NA,NA,NA,3.5408,0.022,3.5628,3.5431,1.00000000000001,0.895454545454548,0.0197000000000001,0.0394000000000001,0.00140714285714286
"4678","LINP",23,6,2020,2020-06-23,"LEAF",6,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4679","LINP",23,6,2020,2020-06-23,"WOOD",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4680","LINP",23,6,2020,2020-06-23,"MISC",7,"WS55",28,NA,NA,NA,3.5426,0.1125,3.6551,3.5617,0.999999999999998,0.830222222222223,0.0934000000000001,0.1868,0.00667142857142858
"4681","LINP",23,6,2020,2020-06-23,"LEAF",7,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4682","LINP",23,6,2020,2020-06-23,"WOOD",8,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4683","LINP",23,6,2020,2020-06-23,"MISC",8,"WS55",28,NA,NA,NA,3.5335,0.1056,3.6391,3.5401,0.999999999999999,0.937500000000003,0.0990000000000003,0.198000000000001,0.00707142857142859
"4684","LINP",23,6,2020,2020-06-23,"LEAF",8,"WS55",28,NA,NA,NA,3.5778,1.9517,5.5295,3.6867,1,0.944202490136804,1.8428,3.6856,0.131628571428571
"4685","LINP",23,6,2020,2020-06-23,"WOOD",9,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4686","LINP",23,6,2020,2020-06-23,"MISC",9,"WS55",28,NA,NA,NA,3.5293,1.0668,4.5961,3.5742,1,0.957911511061118,1.0219,2.0438,0.0729928571428572
"4687","LINP",23,6,2020,2020-06-23,"LEAF",9,"WS55",28,NA,NA,NA,3.5209,5.51,3.8755,3.6488,0.0643557168784029,0.639311900733221,3.52260857304005,7.04521714608009,0.251614898074289
"4688","LINP",23,6,2020,2020-06-23,"WOOD",10,"WS55",28,NA,NA,NA,3.6093,0.3039,3.9132,3.6146,0.999999999999999,0.982560052648899,0.2986,0.597200000000001,0.0213285714285715
"4689","LINP",23,6,2020,2020-06-23,"MISC",10,"WS55",28,NA,NA,NA,3.6805,0.7071,4.3876,3.7182,1,0.946683637392165,0.6694,1.3388,0.0478142857142857
"4690","LINP",23,6,2020,2020-06-23,"LEAF",10,"WS55",28,NA,NA,NA,3.6359,2.6446,6.2805,3.7458,1,0.958443620963473,2.5347,5.0694,0.18105
"4691","LINP",23,6,2020,2020-06-23,"WOOD",11,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4692","LINP",23,6,2020,2020-06-23,"MISC",11,"WS55",28,NA,NA,NA,3.6364,0.2396,3.876,3.6527,0.999999999999999,0.931969949916528,0.2233,0.4466,0.01595
"4693","LINP",23,6,2020,2020-06-23,"LEAF",11,"WS55",28,NA,NA,NA,3.5573,0.3908,3.9481,3.5618,1,0.988485158648926,0.3863,0.772600000000001,0.0275928571428572
"4694","LINP",23,6,2020,2020-06-23,"WOOD",12,"WS55",28,NA,NA,NA,3.5743,0.7176,4.2919,3.6004,1,0.963628762541806,0.6915,1.383,0.0493928571428571
"4695","LINP",23,6,2020,2020-06-23,"MISC",12,"WS55",28,NA,NA,NA,3.5402,0.6767,4.2169,3.5672,1,0.960100487660706,0.6497,1.2994,0.0464071428571428
"4696","LINP",23,6,2020,2020-06-23,"LEAF",12,"WS55",28,NA,NA,NA,3.5355,1.6481,5.1836,3.6042,1,0.958315636187124,1.5794,3.1588,0.112814285714286
"4697","LINP",23,6,2020,2020-06-23,"WOOD",1,"TOWR",28,NA,NA,NA,3.5117,0.1518,3.6635,3.5214,1,0.936100131752305,0.1421,0.2842,0.01015
"4698","LINP",23,6,2020,2020-06-23,"MISC",1,"TOWR",28,NA,NA,NA,3.541,0.0979,3.6389,3.5498,1,0.910112359550563,0.0891000000000001,0.1782,0.00636428571428572
"4699","LINP",23,6,2020,2020-06-23,"LEAF",1,"TOWR",28,NA,NA,NA,3.5566,0.5625,4.1191,3.5982,1,0.926044444444445,0.5209,1.0418,0.0372071428571429
"4700","LINP",23,6,2020,2020-06-23,"WOOD",2,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4701","LINP",23,6,2020,2020-06-23,"MISC",2,"TOWR",28,NA,NA,NA,3.5458,0.1994,3.7452,3.5666,1,0.895687061183549,0.1786,0.357199999999999,0.0127571428571428
"4702","LINP",23,6,2020,2020-06-23,"LEAF",2,"TOWR",28,NA,NA,NA,3.6058,1.1864,4.7922,3.7022,1,0.918745785569791,1.09,2.18,0.0778571428571428
"4703","LINP",23,6,2020,2020-06-23,"WOOD",3,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4704","LINP",23,6,2020,2020-06-23,"MISC",3,"TOWR",28,NA,NA,NA,3.5135,0.0582,3.5717,3.5205,0.999999999999997,0.87972508591065,0.0511999999999999,0.1024,0.00365714285714285
"4705","LINP",23,6,2020,2020-06-23,"LEAF",3,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4706","LINP",23,6,2020,2020-06-23,"WOOD",4,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4707","LINP",23,6,2020,2020-06-23,"MISC",4,"TOWR",28,NA,NA,NA,3.5179,0.2817,3.7996,3.5472,0.999999999999999,0.895988640397586,0.2524,0.5048,0.0180285714285714
"4708","LINP",23,6,2020,2020-06-23,"LEAF",4,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4709","LINP",23,6,2020,2020-06-23,"WOOD",5,"TOWR",28,NA,NA,NA,3.6778,0.299,3.9768,3.6882,1,0.965217391304347,0.2886,0.5772,0.0206142857142857
"4710","LINP",23,6,2020,2020-06-23,"MISC",5,"TOWR",28,NA,NA,NA,3.5292,0.3483,3.8775,3.5718,1,0.877691645133505,0.3057,0.6114,0.0218357142857143
"4711","LINP",23,6,2020,2020-06-23,"LEAF",5,"TOWR",28,NA,NA,NA,3.667,0.3171,3.9841,3.6765,1,0.970040996531063,0.3076,0.6152,0.0219714285714286
"4712","LINP",23,6,2020,2020-06-23,"WOOD",6,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4713","LINP",23,6,2020,2020-06-23,"MISC",6,"TOWR",28,NA,NA,NA,3.602,0.0894,3.6914,3.6111,0.999999999999999,0.898210290827739,0.0802999999999999,0.1606,0.00573571428571428
"4714","LINP",23,6,2020,2020-06-23,"LEAF",6,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4715","LINP",23,6,2020,2020-06-23,"WOOD",7,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4716","LINP",23,6,2020,2020-06-23,"MISC",7,"TOWR",28,NA,NA,NA,3.5352,0.3949,3.9301,3.5628,1,0.930108888326158,0.3673,0.7346,0.0262357142857143
"4717","LINP",23,6,2020,2020-06-23,"LEAF",7,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4718","LINP",23,6,2020,2020-06-23,"WOOD",8,"TOWR",28,NA,NA,NA,3.5246,1.596,5.1206,3.5833,1,0.963220551378446,1.5373,3.0746,0.109807142857143
"4719","LINP",23,6,2020,2020-06-23,"MISC",8,"TOWR",28,NA,NA,NA,3.5443,0.6337,4.178,3.5798,1,0.943979801167744,0.5982,1.1964,0.0427285714285714
"4720","LINP",23,6,2020,2020-06-23,"LEAF",8,"TOWR",28,NA,NA,NA,3.6646,0.4213,4.0859,3.6968,0.999999999999999,0.923569902682174,0.3891,0.7782,0.0277928571428571
"4721","LINP",23,6,2020,2020-06-23,"WOOD",9,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4722","LINP",23,6,2020,2020-06-23,"MISC",9,"TOWR",28,NA,NA,NA,3.547,0.4059,3.9529,3.5634,1,0.95959595959596,0.3895,0.779,0.0278214285714286
"4723","LINP",23,6,2020,2020-06-23,"LEAF",9,"TOWR",28,NA,NA,NA,3.6461,0.6831,4.3292,3.6766,1,0.955350607524521,0.6526,1.3052,0.0466142857142857
"4724","LINP",23,6,2020,2020-06-23,"WOOD",10,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4725","LINP",23,6,2020,2020-06-23,"MISC",10,"TOWR",28,NA,NA,NA,3.5233,0.397,3.9203,3.639,1,0.708564231738036,0.2813,0.5626,0.0200928571428572
"4726","LINP",23,6,2020,2020-06-23,"LEAF",10,"TOWR",28,NA,NA,NA,3.6355,0.1884,3.8239,3.646,1,0.944267515923567,0.1779,0.3558,0.0127071428571429
"4727","LINP",23,6,2020,2020-06-23,"WOOD",11,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4728","LINP",23,6,2020,2020-06-23,"MISC",11,"TOWR",28,NA,NA,NA,3.6615,0.3415,4.003,3.6799,1,0.946120058565154,0.3231,0.646200000000001,0.0230785714285714
"4729","LINP",23,6,2020,2020-06-23,"LEAF",11,"TOWR",28,NA,NA,NA,3.5359,0.4642,4.0001,3.5585,1,0.951314088754847,0.4416,0.8832,0.0315428571428571
"4730","LINP",23,6,2020,2020-06-23,"WOOD",12,"TOWR",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4731","LINP",23,6,2020,2020-06-23,"MISC",12,"TOWR",28,NA,NA,NA,3.6692,0.0297,3.6989,3.6706,1,0.952861952861958,0.0283000000000002,0.0566000000000003,0.00202142857142858
"4732","LINP",23,6,2020,2020-06-23,"LEAF",12,"TOWR",28,NA,NA,NA,3.6745,0.6544,4.3289,3.7049,1,0.953545232273839,0.624,1.248,0.0445714285714286
"4733","LINP",21,7,2020,2020-07-21,"WOOD",1,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4734","LINP",21,7,2020,2020-07-21,"MISC",1,"WS55",28,NA,NA,NA,3.662,0.493,4.155,3.7319,1,0.858215010141988,0.4231,0.8462,0.0302214285714286
"4735","LINP",21,7,2020,2020-07-21,"LEAF",1,"WS55",28,NA,NA,NA,3.536,0.1687,3.7047,3.5431,0.999999999999999,0.957913455838768,0.1616,0.3232,0.0115428571428571
"4736","LINP",21,7,2020,2020-07-21,"WOOD",2,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4737","LINP",21,7,2020,2020-07-21,"MISC",2,"WS55",28,NA,NA,NA,3.5463,0.4185,3.9648,3.6078,1,0.853046594982079,0.357,0.714,0.0255
"4738","LINP",21,7,2020,2020-07-21,"LEAF",2,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4739","LINP",21,7,2020,2020-07-21,"WOOD",3,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4740","LINP",21,7,2020,2020-07-21,"MISC",3,"WS55",28,NA,NA,NA,3.5445,3.6486,7.1931,3.6839,1,0.961793564654936,3.5092,7.0184,0.250657142857143
"4741","LINP",21,7,2020,2020-07-21,"LEAF",3,"WS55",28,NA,NA,NA,3.6464,2.0036,5.65,3.7355,1,0.955530045917349,1.9145,3.829,0.13675
"4742","LINP",21,7,2020,2020-07-21,"WOOD",4,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4743","LINP",21,7,2020,2020-07-21,"MISC",4,"WS55",28,NA,NA,NA,3.6651,0.3369,4.002,3.7449,1,0.76313446126447,0.2571,0.5142,0.0183642857142857
"4744","LINP",21,7,2020,2020-07-21,"LEAF",4,"WS55",28,NA,NA,NA,3.5397,1.1598,4.6995,3.62,1,0.930763924814623,1.0795,2.159,0.0771071428571428
"4745","LINP",21,7,2020,2020-07-21,"WOOD",5,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4746","LINP",21,7,2020,2020-07-21,"MISC",5,"WS55",28,NA,NA,NA,3.5473,0.7043,4.2516,3.8566,1,0.560840550901605,0.395,0.79,0.0282142857142857
"4747","LINP",21,7,2020,2020-07-21,"LEAF",5,"WS55",28,NA,NA,NA,3.6357,0.4981,4.1338,3.6726,1,0.925918490262999,0.4612,0.9224,0.0329428571428571
"4748","LINP",21,7,2020,2020-07-21,"WOOD",6,"WS55",28,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0
"4749","LINP",21,7,2020,2020-07-21,"MISC",6,"WS55",28,NA,NA,NA,3.6113,0.1968,3.8081,3.6664,1,0.720020325203253,0.1417,0.2834,0.0101214285714286
"4750","LINP",21,7,2020,2020-07-21,"LEAF",6,"WS55",28,NA,NA,NA,3.6611,0.7641,4.4252,3.7068,1,0.940191074466693,0.7184,1.4368,0.0513142857142857
"4751","LINP",21,7,2020,2020-07-21,"WOOD",7,"WS55",28,NA,NA,NA,3.6252,0.4235,4.0487,3.637,1,0.972136953955136,0.4117,0.8234,0.0294071428571429
